symbol	ensembl_gene_id	name	hgnc_id
FAM81A	ENSG00000157470.12	family with sequence similarity 81 member A	HGNC:28379
FAM81B	ENSG00000153347.10	family with sequence similarity 81 member B	HGNC:26335
FAM83A	ENSG00000147689.17	family with sequence similarity 83 member A	HGNC:28210
FAM83B	ENSG00000168143.9	family with sequence similarity 83 member B	HGNC:21357
FAM83C	ENSG00000125998.8	family with sequence similarity 83 member C	HGNC:16121
FAM83D	ENSG00000101447.15	family with sequence similarity 83 member D	HGNC:16122
FAM83E	ENSG00000105523.4	family with sequence similarity 83 member E	HGNC:25972
FAM83F	ENSG00000133477.17	family with sequence similarity 83 member F	HGNC:25148
FAM83G	ENSG00000188522.15	family with sequence similarity 83 member G	HGNC:32554
FAM83H	ENSG00000180921.7	family with sequence similarity 83 member H	HGNC:24797
FAM86B1	ENSG00000186523.15	family with sequence similarity 86 member B1	HGNC:28268
FAM86B2	ENSG00000145002.13	family with sequence similarity 86 member B2	HGNC:32222
FAM89A	ENSG00000182118.8	family with sequence similarity 89 member A	HGNC:25057
FAM89B	ENSG00000176973.8	family with sequence similarity 89 member B	HGNC:16708
FAM8A1	ENSG00000137414.7	family with sequence similarity 8 member A1	HGNC:16372
FAM90A1	ENSG00000171847.11	family with sequence similarity 90 member A1	HGNC:25526
FAM90A10P	ENSG00000285950.1	family with sequence similarity 90 member A10, pseudogene	HGNC:32258
FAM90A14P	ENSG00000285814.1	family with sequence similarity 90 member A14, pseudogene	HGNC:32262
FAM90A16P	ENSG00000285620.1	family with sequence similarity 90 member A16, pseudogene	HGNC:32264
FAM90A17P	ENSG00000285720.1	family with sequence similarity 90 member A17, pseudogene	HGNC:32265
FAM90A18P	ENSG00000285913.1	family with sequence similarity 90 member A18, pseudogene	HGNC:32266
FAM90A19P	ENSG00000285657.1	family with sequence similarity 90 member A19, pseudogene	HGNC:32267
FAM90A22P	ENSG00000285687.1	family with sequence similarity 90 member A22, pseudogene	HGNC:32270
FAM90A23P	ENSG00000285765.1	family with sequence similarity 90 member A23, pseudogene	HGNC:32271
FAM90A26	ENSG00000229924.3	family with sequence similarity 90 member A26	HGNC:43746
FAM90A7P	ENSG00000285975.1	family with sequence similarity 90 member A7, pseudogene	HGNC:32255
FAM90A8P	ENSG00000285937.1	family with sequence similarity 90 member A8, pseudogene	HGNC:32256
FAM90A9P	ENSG00000285607.1	family with sequence similarity 90 member A9, pseudogene	HGNC:32257
FAM91A1	ENSG00000176853.16	family with sequence similarity 91 member A1	HGNC:26306
FAM95C	ENSG00000283486.2	family with sequence similarity 95 member C	HGNC:45272
FAM98A	ENSG00000119812.20	family with sequence similarity 98 member A	HGNC:24520
FAM98B	ENSG00000171262.11	family with sequence similarity 98 member B	HGNC:26773
FAM98C	ENSG00000130244.13	family with sequence similarity 98 member C	HGNC:27119
FAM9A	ENSG00000183304.10	family with sequence similarity 9 member A	HGNC:18403
FAM9B	ENSG00000177138.17	family with sequence similarity 9 member B	HGNC:18404
FAM9C	ENSG00000187268.12	family with sequence similarity 9 member C	HGNC:18405
FAN1	ENSG00000198690.10	FANCD2 and FANCI associated nuclease 1	HGNC:29170
FANCA	ENSG00000187741.15	FA complementation group A	HGNC:3582
FANCB	ENSG00000181544.15	FA complementation group B	HGNC:3583
FANCC	ENSG00000158169.13	FA complementation group C	HGNC:3584
FANCD2	ENSG00000144554.13	FA complementation group D2	HGNC:3585
FANCD2OS	ENSG00000163705.13	FANCD2 opposite strand	HGNC:28623
FANCE	ENSG00000112039.5	FA complementation group E	HGNC:3586
FANCF	ENSG00000183161.6	FA complementation group F	HGNC:3587
FANCG	ENSG00000221829.10	FA complementation group G	HGNC:3588
FANCI	ENSG00000140525.19	FA complementation group I	HGNC:25568
FANCL	ENSG00000115392.12	FA complementation group L	HGNC:20748
FANCM	ENSG00000187790.11	FA complementation group M	HGNC:23168
FANK1	ENSG00000203780.12	fibronectin type III and ankyrin repeat domains 1	HGNC:23527
FAP	ENSG00000078098.15	fibroblast activation protein alpha	HGNC:3590
FAR1	ENSG00000197601.13	fatty acyl-CoA reductase 1	HGNC:26222
FAR2	ENSG00000064763.12	fatty acyl-CoA reductase 2	HGNC:25531
FARP1	ENSG00000152767.17	FERM, ARH/RhoGEF and pleckstrin domain protein 1	HGNC:3591
FARP2	ENSG00000006607.14	FERM, ARH/RhoGEF and pleckstrin domain protein 2	HGNC:16460
FARS2	ENSG00000145982.13	phenylalanyl-tRNA synthetase 2, mitochondrial	HGNC:21062
FARSA	ENSG00000179115.11	phenylalanyl-tRNA synthetase subunit alpha	HGNC:3592
FARSB	ENSG00000116120.11	phenylalanyl-tRNA synthetase subunit beta	HGNC:17800
FAS	ENSG00000026103.23	Fas cell surface death receptor	HGNC:11920
FASLG	ENSG00000117560.8	Fas ligand	HGNC:11936
FASN	ENSG00000169710.9	fatty acid synthase	HGNC:3594
FASTK	ENSG00000164896.21	Fas activated serine/threonine kinase	HGNC:24676
FASTKD1	ENSG00000138399.18	FAST kinase domains 1	HGNC:26150
FASTKD2	ENSG00000118246.14	FAST kinase domains 2	HGNC:29160
FASTKD3	ENSG00000124279.12	FAST kinase domains 3	HGNC:28758
FASTKD5	ENSG00000215251.5	FAST kinase domains 5	HGNC:25790
FAT1	ENSG00000083857.15	FAT atypical cadherin 1	HGNC:3595
FAT2	ENSG00000086570.13	FAT atypical cadherin 2	HGNC:3596
FAT3	ENSG00000165323.16	FAT atypical cadherin 3	HGNC:23112
FAT4	ENSG00000196159.14	FAT atypical cadherin 4	HGNC:23109
FATE1	ENSG00000147378.11	fetal and adult testis expressed 1	HGNC:24683
FAU	ENSG00000149806.11	FAU ubiquitin like and ribosomal protein S30 fusion	HGNC:3597
FAXC	ENSG00000146267.12	failed axon connections homolog, metaxin like GST domain containing	HGNC:20742
FAXDC2	ENSG00000170271.11	fatty acid hydroxylase domain containing 2	HGNC:1334
FBF1	ENSG00000188878.20	Fas binding factor 1	HGNC:24674
FBH1	ENSG00000134452.20	F-box DNA helicase 1	HGNC:13620
FBL	ENSG00000105202.9	fibrillarin	HGNC:3599
FBLIM1	ENSG00000162458.13	filamin binding LIM protein 1	HGNC:24686
FBLL1	ENSG00000188573.8	fibrillarin like 1	HGNC:35458
FBLN1	ENSG00000077942.19	fibulin 1	HGNC:3600
FBLN2	ENSG00000163520.14	fibulin 2	HGNC:3601
FBLN5	ENSG00000140092.15	fibulin 5	HGNC:3602
FBLN7	ENSG00000144152.13	fibulin 7	HGNC:26740
FBN1	ENSG00000166147.15	fibrillin 1	HGNC:3603
FBN2	ENSG00000138829.12	fibrillin 2	HGNC:3604
FBN3	ENSG00000142449.13	fibrillin 3	HGNC:18794
FBP1	ENSG00000165140.12	fructose-bisphosphatase 1	HGNC:3606
FBP2	ENSG00000130957.5	fructose-bisphosphatase 2	HGNC:3607
FBRS	ENSG00000156860.16	fibrosin	HGNC:20442
FBRSL1	ENSG00000112787.14	fibrosin like 1	HGNC:29308
FBXL12	ENSG00000127452.9	F-box and leucine rich repeat protein 12	HGNC:13611
FBXL13	ENSG00000161040.17	F-box and leucine rich repeat protein 13	HGNC:21658
FBXL14	ENSG00000171823.7	F-box and leucine rich repeat protein 14	HGNC:28624
FBXL15	ENSG00000107872.14	F-box and leucine rich repeat protein 15	HGNC:28155
FBXL16	ENSG00000127585.12	F-box and leucine rich repeat protein 16	HGNC:14150
FBXL17	ENSG00000145743.18	F-box and leucine rich repeat protein 17	HGNC:13615
FBXL18	ENSG00000155034.20	F-box and leucine rich repeat protein 18	HGNC:21874
FBXL19	ENSG00000099364.18	F-box and leucine rich repeat protein 19	HGNC:25300
FBXL2	ENSG00000153558.16	F-box and leucine rich repeat protein 2	HGNC:13598
FBXL20	ENSG00000108306.13	F-box and leucine rich repeat protein 20	HGNC:24679
FBXL22	ENSG00000197361.8	F-box and leucine rich repeat protein 22	HGNC:27537
FBXL3	ENSG00000005812.11	F-box and leucine rich repeat protein 3	HGNC:13599
FBXL4	ENSG00000112234.9	F-box and leucine rich repeat protein 4	HGNC:13601
FBXL5	ENSG00000118564.15	F-box and leucine rich repeat protein 5	HGNC:13602
FBXL6	ENSG00000182325.11	F-box and leucine rich repeat protein 6	HGNC:13603
FBXL7	ENSG00000183580.10	F-box and leucine rich repeat protein 7	HGNC:13604
FBXL8	ENSG00000135722.9	F-box and leucine rich repeat protein 8	HGNC:17875
FBXO10	ENSG00000147912.13	F-box protein 10	HGNC:13589
FBXO11	ENSG00000138081.22	F-box protein 11	HGNC:13590
FBXO15	ENSG00000141665.13	F-box protein 15	HGNC:13617
FBXO16	ENSG00000214050.8	F-box protein 16	HGNC:13618
FBXO17	ENSG00000269190.6	F-box protein 17	HGNC:18754
FBXO2	ENSG00000116661.11	F-box protein 2	HGNC:13581
FBXO21	ENSG00000135108.16	F-box protein 21	HGNC:13592
FBXO22	ENSG00000167196.14	F-box protein 22	HGNC:13593
FBXO24	ENSG00000106336.13	F-box protein 24	HGNC:13595
FBXO25	ENSG00000147364.17	F-box protein 25	HGNC:13596
FBXO27	ENSG00000161243.9	F-box protein 27	HGNC:18753
FBXO28	ENSG00000143756.12	F-box protein 28	HGNC:29046
FBXO3	ENSG00000110429.14	F-box protein 3	HGNC:13582
FBXO30	ENSG00000118496.5	F-box protein 30	HGNC:15600
FBXO31	ENSG00000103264.18	F-box protein 31	HGNC:16510
FBXO32	ENSG00000156804.7	F-box protein 32	HGNC:16731
FBXO33	ENSG00000165355.8	F-box protein 33	HGNC:19833
FBXO34	ENSG00000178974.11	F-box protein 34	HGNC:20201
FBXO36	ENSG00000153832.12	F-box protein 36	HGNC:27020
FBXO38	ENSG00000145868.17	F-box protein 38	HGNC:28844
FBXO39	ENSG00000177294.7	F-box protein 39	HGNC:28565
FBXO4	ENSG00000151876.13	F-box protein 4	HGNC:13583
FBXO40	ENSG00000163833.8	F-box protein 40	HGNC:29816
FBXO41	ENSG00000163013.12	F-box protein 41	HGNC:29409
FBXO42	ENSG00000037637.11	F-box protein 42	HGNC:29249
FBXO43	ENSG00000156509.14	F-box protein 43	HGNC:28521
FBXO44	ENSG00000132879.14	F-box protein 44	HGNC:24847
FBXO45	ENSG00000174013.8	F-box protein 45	HGNC:29148
FBXO46	ENSG00000177051.6	F-box protein 46	HGNC:25069
FBXO47	ENSG00000204952.3	F-box protein 47	HGNC:31969
FBXO48	ENSG00000204923.4	F-box protein 48	HGNC:33857
FBXO5	ENSG00000112029.10	F-box protein 5	HGNC:13584
FBXO6	ENSG00000116663.11	F-box protein 6	HGNC:13585
FBXO7	ENSG00000100225.18	F-box protein 7	HGNC:13586
FBXO8	ENSG00000164117.14	F-box protein 8	HGNC:13587
FBXO9	ENSG00000112146.17	F-box protein 9	HGNC:13588
FBXW10	ENSG00000171931.13	F-box and WD repeat domain containing 10	HGNC:1211
FBXW11	ENSG00000072803.18	F-box and WD repeat domain containing 11	HGNC:13607
FBXW12	ENSG00000164049.14	F-box and WD repeat domain containing 12	HGNC:20729
FBXW2	ENSG00000119402.18	F-box and WD repeat domain containing 2	HGNC:13608
FBXW4	ENSG00000107829.15	F-box and WD repeat domain containing 4	HGNC:10847
FBXW5	ENSG00000159069.14	F-box and WD repeat domain containing 5	HGNC:13613
FBXW7	ENSG00000109670.16	F-box and WD repeat domain containing 7	HGNC:16712
FBXW8	ENSG00000174989.13	F-box and WD repeat domain containing 8	HGNC:13597
FBXW9	ENSG00000132004.13	F-box and WD repeat domain containing 9	HGNC:28136
FCAMR	ENSG00000162897.16	Fc fragment of IgA and IgM receptor	HGNC:24692
FCAR	ENSG00000186431.19	Fc fragment of IgA receptor	HGNC:3608
FCER1A	ENSG00000179639.11	Fc fragment of IgE receptor Ia	HGNC:3609
FCER1G	ENSG00000158869.11	Fc fragment of IgE receptor Ig	HGNC:3611
FCER2	ENSG00000104921.15	Fc fragment of IgE receptor II	HGNC:3612
FCF1	ENSG00000119616.11	FCF1 rRNA-processing protein	HGNC:20220
FCGBP	ENSG00000275395.7	Fc fragment of IgG binding protein	HGNC:13572
FCGR1A	ENSG00000150337.14	Fc fragment of IgG receptor Ia	HGNC:3613
FCGR1B	ENSG00000198019.13	Fc fragment of IgG receptor Ib	HGNC:3614
FCGR2A	ENSG00000143226.15	Fc fragment of IgG receptor IIa	HGNC:3616
FCGR2B	ENSG00000072694.22	Fc fragment of IgG receptor IIb	HGNC:3618
FCGR3A	ENSG00000203747.12	Fc fragment of IgG receptor IIIa	HGNC:3619
FCGR3B	ENSG00000162747.12	Fc fragment of IgG receptor IIIb	HGNC:3620
FCGRT	ENSG00000104870.13	Fc fragment of IgG receptor and transporter	HGNC:3621
FCHO1	ENSG00000130475.15	FCH and mu domain containing endocytic adaptor 1	HGNC:29002
FCHO2	ENSG00000157107.14	FCH and mu domain containing endocytic adaptor 2	HGNC:25180
FCHSD1	ENSG00000197948.11	FCH and double SH3 domains 1	HGNC:25463
FCHSD2	ENSG00000137478.15	FCH and double SH3 domains 2	HGNC:29114
FCMR	ENSG00000162894.12	Fc fragment of IgM receptor	HGNC:14315
FCN1	ENSG00000085265.12	ficolin 1	HGNC:3623
FCN2	ENSG00000160339.16	ficolin 2	HGNC:3624
FCN3	ENSG00000142748.13	ficolin 3	HGNC:3625
FCRL1	ENSG00000163534.15	Fc receptor like 1	HGNC:18509
FCRL2	ENSG00000132704.16	Fc receptor like 2	HGNC:14875
FCRL3	ENSG00000160856.21	Fc receptor like 3	HGNC:18506
FCRL4	ENSG00000163518.11	Fc receptor like 4	HGNC:18507
FCRL5	ENSG00000143297.19	Fc receptor like 5	HGNC:18508
FCRL6	ENSG00000181036.14	Fc receptor like 6	HGNC:31910
FCRLA	ENSG00000132185.18	Fc receptor like A	HGNC:18504
FCRLB	ENSG00000162746.14	Fc receptor like B	HGNC:26431
FCSK	ENSG00000157353.17	fucose kinase	HGNC:29500
FDCSP	ENSG00000181617.6	follicular dendritic cell secreted protein	HGNC:19215
FDFT1	ENSG00000079459.13	farnesyl-diphosphate farnesyltransferase 1	HGNC:3629
FDPS	ENSG00000160752.15	farnesyl diphosphate synthase	HGNC:3631
FDX1	ENSG00000137714.3	ferredoxin 1	HGNC:3638
FDX2	ENSG00000267673.6	ferredoxin 2	HGNC:30546
FDXACB1	ENSG00000255561.7	ferredoxin-fold anticodon binding domain containing 1	HGNC:25110
FDXR	ENSG00000161513.12	ferredoxin reductase	HGNC:3642
FECH	ENSG00000066926.13	ferrochelatase	HGNC:3647
FEM1A	ENSG00000141965.5	fem-1 homolog A	HGNC:16934
FEM1B	ENSG00000169018.6	fem-1 homolog B	HGNC:3649
FEM1C	ENSG00000145780.8	fem-1 homolog C	HGNC:16933
FEN1	ENSG00000168496.4	flap structure-specific endonuclease 1	HGNC:3650
FER	ENSG00000151422.14	FER tyrosine kinase	HGNC:3655
FER1L5	ENSG00000249715.13	fer-1 like family member 5	HGNC:19044
FER1L6	ENSG00000214814.7	fer-1 like family member 6	HGNC:28065
FERD3L	ENSG00000146618.3	Fer3 like bHLH transcription factor	HGNC:16660
FERMT1	ENSG00000101311.16	FERM domain containing kindlin 1	HGNC:15889
FERMT2	ENSG00000073712.15	FERM domain containing kindlin 2	HGNC:15767
FERMT3	ENSG00000149781.13	FERM domain containing kindlin 3	HGNC:23151
FES	ENSG00000182511.12	FES proto-oncogene, tyrosine kinase	HGNC:3657
FETUB	ENSG00000090512.12	fetuin B	HGNC:3658
FEV	ENSG00000163497.3	FEV transcription factor, ETS family member	HGNC:18562
FEZ1	ENSG00000149557.14	fasciculation and elongation protein zeta 1	HGNC:3659
FEZ2	ENSG00000171055.15	fasciculation and elongation protein zeta 2	HGNC:3660
FEZF1	ENSG00000128610.12	FEZ family zinc finger 1	HGNC:22788
FEZF2	ENSG00000153266.13	FEZ family zinc finger 2	HGNC:13506
FFAR1	ENSG00000126266.3	free fatty acid receptor 1	HGNC:4498
FFAR2	ENSG00000126262.5	free fatty acid receptor 2	HGNC:4501
FFAR3	ENSG00000185897.7	free fatty acid receptor 3	HGNC:4499
FFAR4	ENSG00000186188.11	free fatty acid receptor 4	HGNC:19061
FGA	ENSG00000171560.17	fibrinogen alpha chain	HGNC:3661
FGB	ENSG00000171564.12	fibrinogen beta chain	HGNC:3662
FGD1	ENSG00000102302.8	FYVE, RhoGEF and PH domain containing 1	HGNC:3663
FGD2	ENSG00000146192.15	FYVE, RhoGEF and PH domain containing 2	HGNC:3664
FGD3	ENSG00000127084.19	FYVE, RhoGEF and PH domain containing 3	HGNC:16027
FGD4	ENSG00000139132.16	FYVE, RhoGEF and PH domain containing 4	HGNC:19125
FGD5	ENSG00000154783.12	FYVE, RhoGEF and PH domain containing 5	HGNC:19117
FGD6	ENSG00000180263.14	FYVE, RhoGEF and PH domain containing 6	HGNC:21740
FGF1	ENSG00000113578.18	fibroblast growth factor 1	HGNC:3665
FGF10	ENSG00000070193.5	fibroblast growth factor 10	HGNC:3666
FGF11	ENSG00000161958.11	fibroblast growth factor 11	HGNC:3667
FGF12	ENSG00000114279.15	fibroblast growth factor 12	HGNC:3668
FGF13	ENSG00000129682.16	fibroblast growth factor 13	HGNC:3670
FGF14	ENSG00000102466.16	fibroblast growth factor 14	HGNC:3671
FGF16	ENSG00000196468.8	fibroblast growth factor 16	HGNC:3672
FGF17	ENSG00000158815.11	fibroblast growth factor 17	HGNC:3673
FGF18	ENSG00000156427.8	fibroblast growth factor 18	HGNC:3674
FGF19	ENSG00000162344.4	fibroblast growth factor 19	HGNC:3675
FGF2	ENSG00000138685.17	fibroblast growth factor 2	HGNC:3676
FGF20	ENSG00000078579.9	fibroblast growth factor 20	HGNC:3677
FGF21	ENSG00000105550.10	fibroblast growth factor 21	HGNC:3678
FGF22	ENSG00000070388.12	fibroblast growth factor 22	HGNC:3679
FGF23	ENSG00000118972.3	fibroblast growth factor 23	HGNC:3680
FGF3	ENSG00000186895.4	fibroblast growth factor 3	HGNC:3681
FGF4	ENSG00000075388.4	fibroblast growth factor 4	HGNC:3682
FGF5	ENSG00000138675.17	fibroblast growth factor 5	HGNC:3683
FGF6	ENSG00000111241.3	fibroblast growth factor 6	HGNC:3684
FGF7	ENSG00000140285.12	fibroblast growth factor 7	HGNC:3685
FGF8	ENSG00000107831.14	fibroblast growth factor 8	HGNC:3686
FGF9	ENSG00000102678.7	fibroblast growth factor 9	HGNC:3687
FGFBP1	ENSG00000137440.5	fibroblast growth factor binding protein 1	HGNC:19695
FGFBP2	ENSG00000137441.8	fibroblast growth factor binding protein 2	HGNC:29451
FGFBP3	ENSG00000174721.10	fibroblast growth factor binding protein 3	HGNC:23428
FGFR1	ENSG00000077782.22	fibroblast growth factor receptor 1	HGNC:3688
FGFR1OP2	ENSG00000111790.14	FGFR1 oncogene partner 2	HGNC:23098
FGFR2	ENSG00000066468.24	fibroblast growth factor receptor 2	HGNC:3689
FGFR3	ENSG00000068078.20	fibroblast growth factor receptor 3	HGNC:3690
FGFR4	ENSG00000160867.15	fibroblast growth factor receptor 4	HGNC:3691
FGFRL1	ENSG00000127418.15	fibroblast growth factor receptor like 1	HGNC:3693
FGG	ENSG00000171557.17	fibrinogen gamma chain	HGNC:3694
FGGY	ENSG00000172456.18	FGGY carbohydrate kinase domain containing	HGNC:25610
FGL1	ENSG00000104760.17	fibrinogen like 1	HGNC:3695
FGL2	ENSG00000127951.8	fibrinogen like 2	HGNC:3696
FGR	ENSG00000000938.13	FGR proto-oncogene, Src family tyrosine kinase	HGNC:3697
FH	ENSG00000091483.8	fumarate hydratase	HGNC:3700
FHAD1	ENSG00000142621.21	forkhead associated phosphopeptide binding domain 1	HGNC:29408
FHDC1	ENSG00000137460.10	FH2 domain containing 1	HGNC:29363
FHIP1A	ENSG00000164142.16	FHF complex subunit HOOK interacting protein 1A	HGNC:34237
FHIP1B	ENSG00000051009.11	FHF complex subunit HOOK interacting protein 1B	HGNC:25378
FHIP2A	ENSG00000151553.15	FHF complex subunit HOOK interacting protein 2A	HGNC:29320
FHIP2B	ENSG00000158863.22	FHF complex subunit HOOK interacting protein 2B	HGNC:16492
FHIT	ENSG00000189283.10	fragile histidine triad diadenosine triphosphatase	HGNC:3701
FHL1	ENSG00000022267.19	four and a half LIM domains 1	HGNC:3702
FHL2	ENSG00000115641.19	four and a half LIM domains 2	HGNC:3703
FHL3	ENSG00000183386.10	four and a half LIM domains 3	HGNC:3704
FHL5	ENSG00000112214.11	four and a half LIM domains 5	HGNC:17371
FHOD1	ENSG00000135723.14	formin homology 2 domain containing 1	HGNC:17905
FHOD3	ENSG00000134775.16	formin homology 2 domain containing 3	HGNC:26178
FIBCD1	ENSG00000130720.13	fibrinogen C domain containing 1	HGNC:25922
FIBIN	ENSG00000176971.4	fin bud initiation factor homolog	HGNC:33747
FIBP	ENSG00000172500.13	FGF1 intracellular binding protein	HGNC:3705
FICD	ENSG00000198855.7	FIC domain protein adenylyltransferase	HGNC:18416
