row	symbol	prevSymbols	synonyms	name	refSeqName	hgnc_id
851	NFATC3	NA	NFAT4,NFATX	nuclear factor of activated T cells 3	NFATC3	HGNC:7777
852	PADI2	NA	KIAA0994,PDI2	peptidyl arginine deiminase 2	PADI2	HGNC:18341
853	MSH2	COCA1	HNPCC,HNPCC1	mutS homolog 2	MSH2	HGNC:7325
854	FEV	NA	PET-1	FEV, ETS transcription factor	FEV	HGNC:18562
855	BAD	NA	BCL2L8,BBC2	BCL2 associated agonist of cell death	BAD	HGNC:936
856	FOSL1	NA	FRA-1	FOS like 1, AP-1 transcription factor subunit	FOSL1	HGNC:13718
857	RFX2	NA	FLJ14226	regulatory factor X2	RFX2	HGNC:9983
858	PAX6	AN2	D11S812E,AN,WAGR	paired box 6	PAX6	HGNC:8620
859	NIN	NA	NA	ninein	NIN	HGNC:14906
860	CDKN1C	BWCR,BWS	P57,KIP2	cyclin dependent kinase inhibitor 1C	CDKN1C	HGNC:1786
861	ZNF239	NA	MOK2,HOK-2	zinc finger protein 239	ZNF239	HGNC:13031
862	OBSCN	NA	KIAA1556,UNC89,KIAA1639,ARHGEF30	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	OBSCN	HGNC:15719
863	RASSF1	NA	NORE2A,REH3P21,RDA32,123F2	Ras association domain family member 1	RASSF1	HGNC:9882
864	HIST1H3B	H3FL	H3/L	histone cluster 1 H3 family member b	HIST1H3B	HGNC:4776
865	FCGR2B	FCG2,FCGR2	CD32,CD32B	Fc fragment of IgG receptor IIb	FCGR2B	HGNC:3618
866	ESR1	ESR	NR3A1,ERA,ER-ALPHA	estrogen receptor 1	ESR1	HGNC:3467
867	RASSF2	NA	KIAA0168,CENP-34	Ras association domain family member 2	RASSF2	HGNC:9883
868	HCK	NA	JTK9	HCK proto-oncogene, Src family tyrosine kinase	HCK	HGNC:4840
869	PPP1R1B	NA	DARPP-32,FLJ20940	protein phosphatase 1 regulatory inhibitor subunit 1B	PPP1R1B	HGNC:9287
870	CNR2	NA	CB2	cannabinoid receptor 2	CNR2	HGNC:2160
871	RAD23B	NA	HHR23B,P58,HR23B	RAD23 homolog B, nucleotide excision repair protein	RAD23B	HGNC:9813
872	GAB2	NA	KIAA0571	GRB2 associated binding protein 2	GAB2	HGNC:14458
873	FGF14	NA	FHF4,SCA27	fibroblast growth factor 14	FGF14	HGNC:3671
874	IQCE	NA	KIAA1023	IQ motif containing E	IQCE	HGNC:29171
875	CHIC2	NA	BTL	cysteine rich hydrophobic domain 2	CHIC2	HGNC:1935
876	PRDM16	NA	MEL1,PFM13,KIAA1675,MGC166915,KMT8F	PR/SET domain 16	PRDM16	HGNC:14000
877	SERPINB3	SCC,SCCA1	T4-A,HST1196	serpin family B member 3	SERPINB3	HGNC:10569
878	PKNOX1	NA	PREP1	PBX/knotted 1 homeobox 1	PKNOX1	HGNC:9022
879	AMOT	NA	KIAA1071	angiomotin	AMOT	HGNC:17810
880	SPPL3	NA	IMP2,PSL4,MGC90402,MGC126674,MGC126676,DKFZP586C1324	signal peptide peptidase like 3	SPPL3	HGNC:30424
881	BCRP3	BCR3,BCRL6,BCRL3	NA	breakpoint cluster region pseudogene 3	BCRP3	HGNC:1016
882	VAV1	VAV	NA	vav guanine nucleotide exchange factor 1	VAV1	HGNC:12657
883	NOTCH3	CADASIL	CASIL	notch 3	NOTCH3	HGNC:7883
884	TNFAIP1	EDP1	B61,B12,MGC2317,BTBD34	TNF alpha induced protein 1	TNFAIP1	HGNC:11894
885	ADAM12	NA	MCMPMLTNA,MLTN	ADAM metallopeptidase domain 12	ADAM12	HGNC:190
886	IL22	NA	ILTIF,IL-21,ZCYTO18,IL-TIF,IL-D110,TIFA,TIFIL-23,IL-22,MGC79382,MGC79384	interleukin 22	IL22	HGNC:14900
887	TAP2	ABCB3	PSF2,RING11,D6S217E	transporter 2, ATP binding cassette subfamily B member	TAP2	HGNC:44
888	MATK	NA	HYLTK,CTK,HYL,LSK,CHK,HHYLTK,DKFZP434N1212,MGC1708,MGC2101	megakaryocyte-associated tyrosine kinase	MATK	HGNC:6906
889	ID2	NA	GIG8,BHLHB26	inhibitor of DNA binding 2	ID2	HGNC:5361
890	UBL7	NA	BMSC-UBP,MGC14421	ubiquitin like 7	UBL7	HGNC:28221
891	ACVR2A	ACVR2	ACTRII	activin A receptor type 2A	ACVR2A	HGNC:173
892	SRPK2	NA	SFRSK2	SRSF protein kinase 2	SRPK2	HGNC:11306
893	HDHD5	CECR5	NA	haloacid dehalogenase like hydrolase domain containing 5	CECR5	HGNC:1843
894	FOXL1	FKHL11	FREAC7,FKH6	forkhead box L1	FOXL1	HGNC:3817
895	RNF7	NA	SAG,ROC2,CKBBP1	ring finger protein 7	RNF7	HGNC:10070
896	WNT5A	NA	HWNT5A	Wnt family member 5A	WNT5A	HGNC:12784
897	SHBG	NA	ABP,TEBG,MGC126834,MGC138391	sex hormone binding globulin	SHBG	HGNC:10839
898	MTOR	FRAP,FRAP2,FRAP1	RAFT1,RAPT1,FLJ44809	mechanistic target of rapamycin kinase	MTOR	HGNC:3942
899	PPTC7	NA	TA-PP2C	PTC7 protein phosphatase homolog	PPTC7	HGNC:30695
900	CDC20	NA	P55CDC,CDC20A	cell division cycle 20	CDC20	HGNC:1723
901	SERINC3	TDE1	DIFF33,TDE,SBBI99,TMS-1,AIGP1	serine incorporator 3	SERINC3	HGNC:11699
902	TRAF4	NA	CART1,MLN62,RNF83	TNF receptor associated factor 4	TRAF4	HGNC:12034
903	GADD45GIP1	NA	PLINP-1,MGC4667,MGC4758,CKBBP2,PRG6,PLINP1,CRIF1,CKBETABP2	GADD45G interacting protein 1	GADD45GIP1	HGNC:29996
904	INHA	NA	NA	inhibin subunit alpha	INHA	HGNC:6065
905	TAL1	TCL5	SCL,BHLHA17	TAL bHLH transcription factor 1, erythroid differentiation factor	TAL1	HGNC:11556
906	AFF1	PBM1,MLLT2	AF-4,AF4	AF4/FMR2 family member 1	AFF1	HGNC:7135
907	SLC34A2	NA	NAPI-3B	solute carrier family 34 member 2	SLC34A2	HGNC:11020
908	SEMA4B	SEMAC	SEMC,KIAA1745,MGC131831	semaphorin 4B	SEMA4B	HGNC:10730
909	NAPA	NA	NA	NSF attachment protein alpha	NAPA	HGNC:7641
910	C2CD5	KIAA0528	CDP138	C2 calcium dependent domain containing 5	C2CD5	HGNC:29062
911	EHMT1	EHMT1-IT1	EU-HMTASE1,FLJ12879,KIAA1876,BA188C12.1,KMT1D,FLJ40292	euchromatic histone lysine methyltransferase 1	EHMT1	HGNC:24650
912	MIR29A	MIRN29,MIRN29A	HSA-MIR-29,HSA-MIR-29A	microRNA 29a	MIR29A	HGNC:31616
913	INKA2	C1ORF183,FAM212B	FLJ31105	inka box actin regulator 2	FAM212B	HGNC:28045
914	FGF13	NA	FHF2,FGF2	fibroblast growth factor 13	FGF13	HGNC:3670
915	PLAG1	NA	ZNF912	PLAG1 zinc finger	PLAG1	HGNC:9045
916	MAFG	NA	MGC13090,MGC20149	MAF bZIP transcription factor G	MAFG	HGNC:6781
917	PKM	PKM2	THBP1,OIP3,PK3	pyruvate kinase M1/2	PKM	HGNC:9021
918	STAT5A	STAT5	MGF	signal transducer and activator of transcription 5A	STAT5A	HGNC:11366
919	PTCRA	NA	PTA,PT-ALPHA	pre T cell antigen receptor alpha	PTCRA	HGNC:21290
920	MCM2	CCNL1,CDCL1	D3S3194,KIAA0030,BM28,CDC19,DFNA70	minichromosome maintenance complex component 2	MCM2	HGNC:6944
921	FOXG1	FKHL2,FOXG1B,FKHL4,FKH2,FKHL1,FOXG1C,FKHL3,FOXG1A	HFK2,QIN,BF1,HFK1,HFK3,HBF-3	forkhead box G1	FOXG1	HGNC:3811
922	RUVBL2	NA	RVB2,TIP48,TIP49B,REPTIN52,ECP51,TIH2,INO80J	RuvB like AAA ATPase 2	RUVBL2	HGNC:10475
923	S100B	NA	S100BETA	S100 calcium binding protein B	S100B	HGNC:10500
924	MCF2	NA	DBL,ARHGEF21	MCF.2 cell line derived transforming sequence	MCF2	HGNC:6940
925	MOS	NA	NA	MOS proto-oncogene, serine/threonine kinase	MOS	HGNC:7199
926	GTF2A1	NA	TFIIA	general transcription factor IIA subunit 1	GTF2A1	HGNC:4646
927	CYR61	IGFBP10	CCN1	cysteine rich angiogenic inducer 61	CYR61	HGNC:2654
928	XIRP1	CMYA1	DKFZP451D042,XIN	xin actin binding repeat containing 1	XIRP1	HGNC:14301
929	NUMA1	NA	NA	nuclear mitotic apparatus protein 1	NUMA1	HGNC:8059
930	IL24	ST16	MDA-7,IL10B,MOB-5,C49A,FISP,IL-24	interleukin 24	IL24	HGNC:11346
931	RBM5	NA	LUCA15,H37	RNA binding motif protein 5	RBM5	HGNC:9902
932	LGR6	NA	FLJ14471	leucine rich repeat containing G protein-coupled receptor 6	LGR6	HGNC:19719
933	NIPBL	NA	IDN3,DKFZP434L1319,FLJ11203,FLJ12597,FLJ13354,FLJ13648,SCC2	NIPBL, cohesin loading factor	NIPBL	HGNC:28862
934	FES	NA	FPS	FES proto-oncogene, tyrosine kinase	FES	HGNC:3657
935	HMGB1	HMG1	HMG3,SBP-1,DKFZP686A04236	high mobility group box 1	HMGB1	HGNC:4983
936	ENAH	NA	FLJ10773,NDPP1,MENA	ENAH, actin regulator	ENAH	HGNC:18271
937	LRP5	LRP7,OPPG,EVR1	LR3,BMND1,HBM,OPS,OPTA1,VBCH2,EVR4	LDL receptor related protein 5	LRP5	HGNC:6697
938	RSPO2	NA	MGC35555	R-spondin 2	RSPO2	HGNC:28583
939	RARB	NA	HAP,NR1B2,RRB2	retinoic acid receptor beta	RARB	HGNC:9865
940	GDF10	NA	BMP-3B	growth differentiation factor 10	GDF10	HGNC:4215
941	SH3GL1	NA	SH3P8,SH3D2B,CNSA1,EEN,MGC111371	SH3 domain containing GRB2 like 1, endophilin A2	SH3GL1	HGNC:10830
942	FOXP3	IPEX	JM2,XPID,AIID,PIDX,DIETER,SCURFIN	forkhead box P3	FOXP3	HGNC:6106
943	CLU	CLI,APOJ	SGP-2,SP-40,TRPM-2,KUB1,CLU1,CLU2	clusterin	CLU	HGNC:2095
944	TTLL3	NA	DKFZP434B103,HOTTL	tubulin tyrosine ligase like 3	TTLL3	HGNC:24483
945	FXYD5	NA	OIT2	FXYD domain containing ion transport regulator 5	FXYD5	HGNC:4029
946	ARHGEF4	NA	STM6,KIAA1112,ASEF	Rho guanine nucleotide exchange factor 4	ARHGEF4	HGNC:684
947	MTMR3	NA	KIAA0371,ZFYVE10,FYVE-DSP1	myotubularin related protein 3	MTMR3	HGNC:7451
948	CDC42	NA	G25K,CDC42HS	cell division cycle 42	CDC42	HGNC:1736
949	TNFRSF11A	PDB2,LOH18CR1	RANK,CD265,FEO	TNF receptor superfamily member 11a	TNFRSF11A	HGNC:11908
950	BCAS4	NA	FLJ20495,CNOL	breast carcinoma amplified sequence 4	BCAS4	HGNC:14367
951	CYLD	CYLD1	KIAA0849,USPL2	CYLD lysine 63 deubiquitinase	CYLD	HGNC:2584
952	RNF43	NA	FLJ20315,DKFZP781H0392,URCC	ring finger protein 43	RNF43	HGNC:18505
953	TRAF7	RFWD1	RNF119,DKFZP586I021,MGC7807	TNF receptor associated factor 7	TRAF7	HGNC:20456
954	JAK3	NA	L-JAK,JAKL,LJAK,JAK3_HUMAN,JAK-3	Janus kinase 3	JAK3	HGNC:6193
955	TRA	TCRA,TRA@	NA	T cell receptor alpha locus	NA	HGNC:12027
956	CHN1	CHN,DURS2	RHOGAP2,ARHGAP2,N-CHIMERIN	chimerin 1	CHN1	HGNC:1943
957	RELA	NFKB3	P65	RELA proto-oncogene, NF-kB subunit	RELA	HGNC:9955
958	GSPT1	NA	GST1,ETF3A,ERF3A	G1 to S phase transition 1	GSPT1	HGNC:4621
959	RAP2B	NA	NA	RAP2B, member of RAS oncogene family	RAP2B	HGNC:9862
960	AFF3	LAF4	MLLT2-LIKE	AF4/FMR2 family member 3	AFF3	HGNC:6473
961	PAF1	NA	PD2,F23149_1,FLJ11123	PAF1 homolog, Paf1/RNA polymerase II complex component	PAF1	HGNC:25459
962	VEPH1	NA	FLJ12604,KIAA1692	ventricular zone expressed PH domain containing 1	VEPH1	HGNC:25735
963	TRD	TCRD,TRD@	TCRDV1	T cell receptor delta locus	NA	HGNC:12252
964	THRA	THRA1,THRA2,ERBA1	EAR-7.1/EAR-7.2,THRA3,AR7,ERBA,NR1A1	thyroid hormone receptor alpha	THRA	HGNC:11796
965	ZDHHC18	NA	DKFZP667O2416	zinc finger DHHC-type containing 18	ZDHHC18	HGNC:20712
966	PLA2G4A	PLA2G4	CPLA2-ALPHA	phospholipase A2 group IVA	PLA2G4A	HGNC:9035
967	NR2F6	ERBAL2	EAR-2,EAR2	nuclear receptor subfamily 2 group F member 6	NR2F6	HGNC:7977
968	FGF7	NA	KGF	fibroblast growth factor 7	FGF7	HGNC:3685
969	EGF	NA	NA	epidermal growth factor	EGF	HGNC:3229
970	CHD3	NA	MI-2A,ZFH,MI2-ALPHA	chromodomain helicase DNA binding protein 3	CHD3	HGNC:1918
971	WWOX	NA	FOR,WOX1,SDR41C1	WW domain containing oxidoreductase	WWOX	HGNC:12799
972	ENPP7	NA	ALK-SMASE,NPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7	ENPP7	HGNC:23764
973	GALNS	NA	GAS,GALNAC6S	galactosamine (N-acetyl)-6-sulfatase	GALNS	HGNC:4122
974	TP53BP2	NA	PPP1R13A,ASPP2,53BP2	tumor protein p53 binding protein 2	TP53BP2	HGNC:12000
975	BRWD3	NA	FLJ38568,MRX93	bromodomain and WD repeat domain containing 3	BRWD3	HGNC:17342
976	GLI1	GLI	NA	GLI family zinc finger 1	GLI1	HGNC:4317
977	DDX1	NA	DBP-RB	DEAD-box helicase 1	DDX1	HGNC:2734
978	PDE4D	DPDE3	NA	phosphodiesterase 4D	PDE4D	HGNC:8783
979	IL2	NA	IL-2,TCGF	interleukin 2	IL2	HGNC:6001
980	DPH1	DPH2L,DPH2L1	OVCA1	diphthamide biosynthesis 1	DPH1	HGNC:3003
981	RASL11B	NA	NA	RAS like family 11 member B	RASL11B	HGNC:23804
982	LIMK1	NA	LIMK	LIM domain kinase 1	LIMK1	HGNC:6613
983	FGR	SRC2	C-FGR,P55C-FGR	FGR proto-oncogene, Src family tyrosine kinase	FGR	HGNC:3697
984	CALCA	CALC1	NA	calcitonin related polypeptide alpha	CALCA	HGNC:1437
985	RGS1	IER1	1R20,IR20,BL34	regulator of G protein signaling 1	RGS1	HGNC:9991
986	SAG	NA	ARRESTIN,RP47	S-antigen visual arrestin	SAG	HGNC:10521
987	CHCHD7	NA	MGC2217,COX23	coiled-coil-helix-coiled-coil-helix domain containing 7	CHCHD7	HGNC:28314
988	IGF2R	NA	CD222,MPRI,MPR1,CIMPR,M6P-R,CI-M6PR,CI-MPR,MPR300	insulin like growth factor 2 receptor	IGF2R	HGNC:5467
989	AXL	NA	UFO,JTK11,TYRO7,ARK	AXL receptor tyrosine kinase	AXL	HGNC:905
990	PML	NA	MYL,TRIM19,RNF71	promyelocytic leukemia	PML	HGNC:9113
991	PIK3R2	NA	P85B,P85	phosphoinositide-3-kinase regulatory subunit 2	PIK3R2	HGNC:8980
992	NCOA6	NA	KIAA0181,RAP250,ASC2,AIB3,PRIP,TRBP,NRC	nuclear receptor coactivator 6	NCOA6	HGNC:15936
993	MMP9	CLG4B	NA	matrix metallopeptidase 9	MMP9	HGNC:7176
994	PIK3R5	NA	P101-PI3K,P101	phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	HGNC:30035
995	CKS1B	NA	CKSHS1,CKS1	CDC28 protein kinase regulatory subunit 1B	CKS1B	HGNC:19083
996	EBAG9	NA	EB9,RCAS1	estrogen receptor binding site associated, antigen, 9	EBAG9	HGNC:3123
997	FOXA1	HNF3A	NA	forkhead box A1	FOXA1	HGNC:5021
998	ARAF	ARAF1	NA	A-Raf proto-oncogene, serine/threonine kinase	ARAF	HGNC:646
999	USP38	NA	KIAA1891,HP43.8KD	ubiquitin specific peptidase 38	USP38	HGNC:20067
1000	SLC22A23	C6ORF85	FLJ22174	solute carrier family 22 member 23	SLC22A23	HGNC:21106
1001	TYMP	MNGIE,ECGF1	NA	thymidine phosphorylase	TYMP	HGNC:3148
1002	HNRNPK	HNRPK	CSBP,TUNP	heterogeneous nuclear ribonucleoprotein K	HNRNPK	HGNC:5044
1003	PRLR	NA	NA	prolactin receptor	PRLR	HGNC:9446
1004	MLLT10	NA	AF10	MLLT10, histone lysine methyltransferase DOT1L cofactor	MLLT10	HGNC:16063
1005	CBLB	NA	RNF56,CBL-B	Cbl proto-oncogene B	CBLB	HGNC:1542
1006	NFATC2	NA	NF-ATP,NFATP,NFAT1	nuclear factor of activated T cells 2	NFATC2	HGNC:7776
1007	NAB2	NA	MADER	NGFI-A binding protein 2	NAB2	HGNC:7627
1008	DLGAP1	NA	GKAP,SAPAP1,DAP-1	DLG associated protein 1	DLGAP1	HGNC:2905
1009	NFIX	NA	NF1A	nuclear factor I X	NFIX	HGNC:7788
1010	SETBP1	NA	SEB,KIAA0437	SET binding protein 1	SETBP1	HGNC:15573
1011	NQO1	NMOR1,DIA4	DHQU,QR1,DTD	NAD(P)H quinone dehydrogenase 1	NQO1	HGNC:2874
1012	SDCCAG8	NA	NY-CO-8,CCCAP,SLSN7,NPHP10,BBS16	serologically defined colon cancer antigen 8	SDCCAG8	HGNC:10671
1013	CD6	NA	TP120	CD6 molecule	CD6	HGNC:1691
1014	MMP14	NA	MT1-MMP	matrix metallopeptidase 14	MMP14	HGNC:7160
1015	STRN	NA	PPP2R6A,STRN1	striatin	STRN	HGNC:11424
1016	KCNH1	NA	KV10.1,EAG,H-EAG,EAG1	potassium voltage-gated channel subfamily H member 1	KCNH1	HGNC:6250
1017	MTCP1	NA	P13MTCP1,P8MTCP1	mature T cell proliferation 1	MTCP1	HGNC:7423
1018	CAMTA1	NA	KIAA0833	calmodulin binding transcription activator 1	CAMTA1	HGNC:18806
1019	USP4	UNP	UNPH	ubiquitin specific peptidase 4	USP4	HGNC:12627
1020	CNTN6	NA	NB-3	contactin 6	CNTN6	HGNC:2176
1021	MYCLP1	MYCL2,MYCL1P1	NA	MYCL pseudogene 1	NA	HGNC:7556
1022	RARRES1	NA	TIG1,LXNL	retinoic acid receptor responder 1	RARRES1	HGNC:9867
1023	TCF12	NA	HEB,HTF4,HST17266,BHLHB20,P64	transcription factor 12	TCF12	HGNC:11623
1024	KRT73	NA	KRT6IRS3,K6IRS3	keratin 73	KRT73	HGNC:28928
1025	CCNT1	HIVE1	CCNT,CYCT1	cyclin T1	CCNT1	HGNC:1599
1026	ARHGEF12	NA	KIAA0382,LARG	Rho guanine nucleotide exchange factor 12	ARHGEF12	HGNC:14193
1027	SWAP70	NA	KIAA0640,SWAP-70	switching B cell complex subunit SWAP70	SWAP70	HGNC:17070
1028	CKS2	NA	NA	CDC28 protein kinase regulatory subunit 2	CKS2	HGNC:2000
1029	PRKCD	NA	NA	protein kinase C delta	PRKCD	HGNC:9399
1030	HLF	NA	MGC33822	HLF, PAR bZIP transcription factor	HLF	HGNC:4977
1031	TAB3	MAP3K7IP3	NA	TGF-beta activated kinase 1 (MAP3K7) binding protein 3	TAB3	HGNC:30681
1032	NLE1	NLE	FLJ10458	notchless homolog 1	NLE1	HGNC:19889
1033	HES1	HRY	FLJ20408,HES-1,HES1,BHLHB39	hes family bHLH transcription factor 1	HES1	HGNC:5192
1034	ABCB1	PGY1,MDR1,CLCS	P-GP,CD243,GP170,ABC20	ATP binding cassette subfamily B member 1	ABCB1	HGNC:40
1035	HNRNPA2B1	HNRPA2B1	NA	heterogeneous nuclear ribonucleoprotein A2/B1	HNRNPA2B1	HGNC:5033
1036	MPPE1	NA	PGAP5	metallophosphoesterase 1	MPPE1	HGNC:15988
1037	TFF3	NA	HITF,ITF	trefoil factor 3	TFF3	HGNC:11757
1038	MAP2K1	PRKMK1	MEK1,MAPKK1	mitogen-activated protein kinase kinase 1	MAP2K1	HGNC:6840
1039	CCND2	NA	NA	cyclin D2	CCND2	HGNC:1583
1040	STAT5B	NA	NA	signal transducer and activator of transcription 5B	STAT5B	HGNC:11367
1041	TRIM24	TIF1	HTIF1,TIF1A,RNF82	tripartite motif containing 24	TRIM24	HGNC:11812
1042	GML	NA	LY6DL	glycosylphosphatidylinositol anchored molecule like	GML	HGNC:4375
1043	NEURL3	NA	LINCR,LOC93082,RNF132	neuralized E3 ubiquitin protein ligase 3	NEURL3	HGNC:25162
1044	CDK2	NA	NA	cyclin dependent kinase 2	CDK2	HGNC:1771
1045	FBXL7	NA	KIAA0840,FBL7,FBL6	F-box and leucine rich repeat protein 7	FBXL7	HGNC:13604
1046	NBN	NBS,NBS1	ATV,AT-V2,AT-V1	nibrin	NBN	HGNC:7652
1047	KDM5C	SMCX,JARID1C,MRX13	DXS1272E,XE169	lysine demethylase 5C	KDM5C	HGNC:11114
1048	IGFBP7	NA	MAC25,IGFBP-7,PSF,FSTL2	insulin like growth factor binding protein 7	IGFBP7	HGNC:5476
1049	TFEB	NA	TCFEB,BHLHE35	transcription factor EB	TFEB	HGNC:11753
1050	IKZF2	ZNFN1A2	HELIOS	IKAROS family zinc finger 2	IKZF2	HGNC:13177
1051	ATM	ATA,ATDC,ATC,ATD	TEL1,TELO1	ATM serine/threonine kinase	ATM	HGNC:795
1052	ARHGAP9	NA	MGC1295,10C	Rho GTPase activating protein 9	ARHGAP9	HGNC:14130
1053	FBXW4	SHFM3	FBW4,DACTYLIN	F-box and WD repeat domain containing 4	FBXW4	HGNC:10847
1054	P2RX7	NA	P2X7,MGC20089	purinergic receptor P2X 7	P2RX7	HGNC:8537
1055	VAV3	NA	NA	vav guanine nucleotide exchange factor 3	VAV3	HGNC:12659
1056	ACSL6	FACL6	KIAA0837,ACS2,LACS5,LACS2	acyl-CoA synthetase long chain family member 6	ACSL6	HGNC:16496
1057	ELMO1	NA	KIAA0281,CED12,ELMO-1,CED-12	engulfment and cell motility 1	ELMO1	HGNC:16286
1058	HNF1A	MODY3,TCF1	HNF1,LFB1	HNF1 homeobox A	HNF1A	HGNC:11621
1059	USP15	NA	KIAA0529,UNPH4	ubiquitin specific peptidase 15	USP15	HGNC:12613
1060	RASAL2	NA	NGAP	RAS protein activator like 2	RASAL2	HGNC:9874
1061	HIPK2	NA	NA	homeodomain interacting protein kinase 2	HIPK2	HGNC:14402
1062	ROR2	NTRKR2,BDB,BDB1	NA	receptor tyrosine kinase like orphan receptor 2	ROR2	HGNC:10257
1063	GSTT1	NA	NA	glutathione S-transferase theta 1	GSTT1	HGNC:4641
1064	HEY1	NA	HESR-1,CHF2,HESR1,HRT-1,CHF-2,HERP2,BHLHB31	hes related family bHLH transcription factor with YRPW motif 1	HEY1	HGNC:4880
1065	CDK20	CCRK	P42	cyclin dependent kinase 20	CDK20	HGNC:21420
1066	PTH	NA	PTH1	parathyroid hormone	PTH	HGNC:9606
1067	ACSL5	FACL5	ACS5,ACS2	acyl-CoA synthetase long chain family member 5	ACSL5	HGNC:16526
1068	IL2RG	SCIDX1,IMD4,CIDX	CD132	interleukin 2 receptor subunit gamma	IL2RG	HGNC:6010
1069	GSE1	KIAA0182	NA	Gse1 coiled-coil protein	GSE1	HGNC:28979
1070	KDR	NA	FLK1,VEGFR,VEGFR2,CD309	kinase insert domain receptor	KDR	HGNC:6307
1071	ESR2	NA	NR3A2,ERB,ER-BETA	estrogen receptor 2	ESR2	HGNC:3468
1072	TET1	CXXC6	LCX,KIAA1676,BA119F7.1	tet methylcytosine dioxygenase 1	TET1	HGNC:29484
1073	BUB1B	NA	BUBR1,MAD3L,BUB1A,SSK1	BUB1 mitotic checkpoint serine/threonine kinase B	BUB1B	HGNC:1149
1074	ANXA1	ANX1,LPC1	NA	annexin A1	ANXA1	HGNC:533
1075	KLF4	NA	EZF,GKLF	Kruppel like factor 4	KLF4	HGNC:6348
1076	PLEKHA2	NA	TAPP2	pleckstrin homology domain containing A2	PLEKHA2	HGNC:14336
1077	MNAT1	NA	MAT1,RNF66	MNAT1, CDK activating kinase assembly factor	MNAT1	HGNC:7181
1078	CHGA	NA	NA	chromogranin A	CHGA	HGNC:1929
1079	CD46	MIC10,MCP	TRA2.10,MGC26544,TLX	CD46 molecule	CD46	HGNC:6953
1080	RHOA	ARH12,ARHA	RHOA,RHO12,RHOH12	ras homolog family member A	RHOA	HGNC:667
1081	IGFALS	NA	ALS	insulin like growth factor binding protein acid labile subunit	IGFALS	HGNC:5468
1082	GNA11	HHC2	FBH,FBH2,FHH2	G protein subunit alpha 11	GNA11	HGNC:4379
1083	PRF1	NA	PFP,P1,HPLH2	perforin 1	PRF1	HGNC:9360
1084	VAC14	TAX1BP2	FLJ10305,ARPIKFYVE	Vac14, PIKFYVE complex component	VAC14	HGNC:25507
1085	DTX3	NA	FLJ34766,RNF154	deltex E3 ubiquitin ligase 3	DTX3	HGNC:24457
1086	WRN	NA	RECQL2,RECQ3	Werner syndrome RecQ like helicase	WRN	HGNC:12791
1087	BABAM2	BRE	BRCC45,BRCC4	BRISC and BRCA1 A complex member 2	BRE	HGNC:1106
1088	LCK	NA	NA	LCK proto-oncogene, Src family tyrosine kinase	LCK	HGNC:6524
1089	RFX5	NA	NA	regulatory factor X5	RFX5	HGNC:9986
1090	RNF139	NA	TRC8,RCA1,HRCA1	ring finger protein 139	RNF139	HGNC:17023
1091	FNBP1	NA	FBP17,KIAA0554	formin binding protein 1	FNBP1	HGNC:17069
1092	SDHC	PGL3	CYB560,CYBL	succinate dehydrogenase complex subunit C	SDHC	HGNC:10682
1093	MACROD1	NA	LRP16	MACRO domain containing 1	MACROD1	HGNC:29598
1094	TNFRSF17	BCMA	BCM,CD269,TNFRSF13A	TNF receptor superfamily member 17	TNFRSF17	HGNC:11913
1095	EWSR1	NA	EWS	EWS RNA binding protein 1	EWSR1	HGNC:3508
1096	TIE1	TIE	JTK14	tyrosine kinase with immunoglobulin like and EGF like domains 1	TIE1	HGNC:11809
1097	STAT3	NA	APRF	signal transducer and activator of transcription 3	STAT3	HGNC:11364
1098	NPY1R	NPYR	NA	neuropeptide Y receptor Y1	NPY1R	HGNC:7956
1099	BATF	NA	B-ATF,SFA-2,BATF1	basic leucine zipper ATF-like transcription factor	BATF	HGNC:958
1100	ZNF35	NA	HF.10,HF10,ZFP105	zinc finger protein 35	ZNF35	HGNC:13099
1101	PIK3R1	NA	GRB1,P85-ALPHA,P85	phosphoinositide-3-kinase regulatory subunit 1	PIK3R1	HGNC:8979
1102	RAPH1	ALS2CR9,ALS2CR18	KIAA1681	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	HGNC:14436
1103	LEF1	NA	TCF1ALPHA,TCF10,TCF7L3	lymphoid enhancer binding factor 1	LEF1	HGNC:6551
1104	RNF217-AS1	NA	STL	RNF217 antisense RNA 1 (head to head)	RNF217-AS1	HGNC:50866
1105	ARID2	NA	KIAA1557,DKFZP686G052,FLJ30619,BAF200	AT-rich interaction domain 2	ARID2	HGNC:18037
1106	PKDREJ	NA	NA	polycystin family receptor for egg jelly	PKDREJ	HGNC:9015
1107	NFAT5	NA	TONEBP,KIAA0827,NFATL1,OREBP,NFATZ,NF-AT5	nuclear factor of activated T cells 5	NFAT5	HGNC:7774
1108	GNA12	NA	GEP	G protein subunit alpha 12	GNA12	HGNC:4380
1109	CDT1	NA	DUP,RIS2	chromatin licensing and DNA replication factor 1	CDT1	HGNC:24576
1110	RBM34	NA	KIAA0117	RNA binding motif protein 34	RBM34	HGNC:28965
1111	EMSY	C11ORF30	NA	EMSY, BRCA2 interacting transcriptional repressor	EMSY	HGNC:18071
